student_id,topic_id,quiz_score,time_spent_minutes,error_count,attempts,days_since_activity,accuracy_rate,time_efficiency,struggle_flag,retention_score
3,119,56.3,30.1,1,3,8,18.766666666666666,1.8704318936877073,0,0.22197865824825816
3,108,83.1,21.0,1,2,0,41.55,3.957142857142857,0,1.0
3,103,77.0,38.1,0,2,5,38.5,2.020997375328084,0,0.45502561049949647
3,126,78.3,26.3,1,1,6,78.3,2.9771863117870723,0,0.39246501787115406
3,115,86.9,31.0,1,3,23,28.96666666666667,2.803225806451613,0,0.03473119954614621
3,123,88.0,31.7,0,1,0,88.0,2.77602523659306,0,1.0
3,129,55.9,40.7,1,2,25,27.95,1.3734643734643732,0,0.008902391625863794
3,118,71.5,19.8,0,1,28,71.5,3.611111111111111,0,0.009961242183509097
3,121,75.3,33.6,0,2,13,37.65,2.2410714285714284,0,0.12555392240191746
3,128,71.5,38.5,1,2,21,35.75,1.8571428571428572,0,0.03153080976286104
3,107,79.2,32.2,0,1,10,79.2,2.4596273291925463,0,0.21267552828984734
3,117,70.8,34.4,1,2,8,35.4,2.058139534883721,0,0.2659350132184073
3,120,83.4,41.7,0,2,15,41.7,2.0,0,0.10551780608834145
3,104,72.8,22.0,1,2,32,36.4,3.309090909090909,0,0.005452252873893276
3,105,81.2,21.9,1,2,14,40.6,3.707762557077626,0,0.11834557397723937
3,111,74.1,13.3,0,1,68,74.1,5.57142857142857,0,1.7402370774988735e-05
3,113,76.6,53.0,0,1,36,76.6,1.4452830188679244,0,0.0033890562405421796
3,122,88.4,24.0,1,2,17,44.2,3.6833333333333336,0,0.08572186096135444
3,124,74.1,20.1,0,1,20,74.1,3.686567164179104,0,0.03982712400873261
3,112,77.3,37.2,0,1,12,77.3,2.0779569892473115,0,0.15178195559990412
3,127,75.8,29.4,0,1,48,75.8,2.578231292517007,0,0.0004850975407316606
3,125,70.0,19.8,0,2,22,35.0,3.535353535353535,0,0.025561533206507402
3,114,61.6,39.0,0,1,18,61.6,1.5794871794871794,0,0.03972373338644103
3,109,81.5,29.5,1,3,0,27.166666666666668,2.76271186440678,0,1.0
3,116,78.9,29.4,1,2,29,39.45,2.6836734693877555,0,0.011113306527145872
3,102,81.0,25.6,1,1,60,81.0,3.1640625,0,0.00010513079214335072
3,106,77.0,17.6,1,2,27,38.5,4.375,0,0.014236182327273856
4,128,71.0,7.0,1,1,28,71.0,10.142857142857142,0,0.009773318840253812
4,106,50.1,7.8,0,1,58,50.1,6.423076923076923,0,9.272925980748318e-06
4,104,64.9,1.0,1,1,14,64.9,64.9,0,0.08743132476491543
4,123,50.0,10.5,2,1,1,50.0,4.761904761904762,1,0.8187307530779818
4,108,58.9,7.5,1,1,15,58.9,7.8533333333333335,0,0.0636204107334468
4,120,59.8,6.7,1,1,2,59.8,8.925373134328357,0,0.6946836444041807
4,127,50.9,6.7,1,1,0,50.9,7.597014925373134,0,1.0
4,110,38.4,5.5,0,1,1,38.4,6.9818181818181815,0,0.7975232079319872
4,114,54.5,7.4,1,1,8,54.5,7.364864864864865,0,0.21629750554636235
4,107,53.6,11.1,1,1,1,53.6,4.828828828828829,0,0.8244405919125557
4,117,58.1,9.9,1,1,23,58.1,5.8686868686868685,0,0.014188561758514389
4,115,60.7,7.4,0,1,16,60.7,8.202702702702704,0,0.055537568705356415
4,126,52.2,4.9,1,1,12,52.2,10.653061224489795,0,0.09552793177766346
4,111,47.5,5.2,2,2,7,23.75,9.134615384615385,1,0.23790176659861942
4,112,51.8,4.6,1,1,1,51.8,11.26086956521739,0,0.8216311935759086
4,101,68.9,8.8,1,1,2,68.9,7.829545454545454,0,0.7143250577593478
5,124,81.1,9.9,1,1,10,81.1,8.19191919191919,0,0.21750074286951662
5,112,78.0,9.9,0,1,0,78.0,7.878787878787879,0,1.0
5,102,59.6,4.2,3,2,8,29.8,14.19047619047619,1,0.23227018031035848
5,100,69.3,12.1,1,1,21,69.3,5.7272727272727275,0,0.0295835604334928
5,114,73.9,8.2,1,1,0,73.9,9.01219512195122,0,1.0
5,115,86.0,10.7,1,1,30,86.0,8.037383177570094,0,0.012133746930834877
5,118,62.0,4.8,1,1,28,62.0,12.916666666666668,0,0.006737946999085473
5,113,75.3,9.2,1,1,21,75.3,8.184782608695652,0,0.035015820432493794
5,105,67.2,11.1,1,1,71,67.2,6.054054054054054,0,5.47104479263462e-06
5,123,75.0,9.1,1,1,23,75.0,8.241758241758243,0,0.025222974835227212
5,122,55.9,7.0,1,1,23,55.9,7.985714285714286,0,0.012988116031573193
5,127,56.7,6.5,1,1,12,56.7,8.723076923076924,0,0.1054733362835712
5,109,57.4,8.8,1,1,2,57.4,6.522727272727272,0,0.68905135265902
6,109,48.5,9.7,1,1,13,48.5,5.0,0,0.07139025463704224
6,113,70.4,12.6,2,2,7,35.2,5.587301587301588,1,0.31261255530606874
6,122,59.8,15.9,2,1,3,59.8,3.7610062893081757,1,0.5790027293993755
6,125,37.7,21.8,1,1,4,37.7,1.7293577981651378,0,0.4016393693535559
7,103,96.0,10.3,0,1,26,96.0,9.320388349514563,0,0.02839211436381685
7,107,83.0,10.4,0,1,5,83.0,7.980769230769231,0,0.4714794796634777
7,109,82.3,8.6,0,1,15,82.3,9.569767441860465,0,0.10356315116682417
7,117,83.7,11.4,0,2,8,41.85,7.342105263157895,0,0.3021870597803192
7,126,75.4,6.9,0,1,2,75.4,10.927536231884059,0,0.7268906202474894
7,125,79.1,14.2,0,1,6,79.1,5.570422535211267,0,0.3947462971240621
7,116,91.7,14.1,0,2,7,45.85,6.50354609929078,0,0.3723195370438043
7,129,71.5,12.5,0,1,4,71.5,5.72,0,0.51766021166748
7,121,76.2,13.7,0,1,0,76.2,5.562043795620438,0,1.0
7,119,85.8,16.7,1,2,11,42.9,5.137724550898204,0,0.19789287004725092
7,128,69.8,11.6,1,2,50,34.9,6.017241379310345,0,0.00023704859183262835
7,124,82.6,14.0,1,2,7,41.3,5.8999999999999995,0,0.34791157088174635
7,120,79.3,1.0,0,1,24,79.3,79.3,0,0.024421363322182654
7,100,91.3,13.9,0,1,3,91.3,6.568345323741007,0,0.6540127383559377
7,105,83.5,21.0,0,1,14,83.5,3.9761904761904763,0,0.12277789628453543
7,118,83.9,8.0,0,1,86,83.9,10.4875,0,2.638217600459893e-06
7,127,72.3,15.7,0,1,10,72.3,4.6050955414012735,0,0.19488941647300445
7,111,76.6,14.5,0,1,17,76.6,5.282758620689655,0,0.0681786363886927
7,122,74.8,6.3,0,1,17,74.8,11.873015873015873,0,0.06558823298443844
7,101,89.9,14.9,0,1,14,89.9,6.033557046979866,0,0.135141947150607
7,102,90.6,10.8,0,1,10,90.6,8.388888888888888,0,0.24111648869587185
7,108,97.1,17.3,0,1,3,97.1,5.61271676300578,0,0.6650548290816422
7,113,75.9,12.5,0,2,4,37.95,6.072,0,0.5297103451434736
7,114,72.7,14.5,0,1,15,72.7,5.013793103448276,0,0.08672719512990978
7,104,86.3,15.0,0,1,4,86.3,5.753333333333333,0,0.5560258059291139
7,112,72.2,5.4,0,1,0,72.2,13.37037037037037,0,1.0
7,115,81.4,10.7,0,1,32,81.4,7.607476635514019,0,0.007668578228049676
8,108,50.6,19.1,0,3,5,16.866666666666667,2.649214659685864,0,0.37008010925160595
8,123,58.3,22.1,2,2,4,29.15,2.638009049773755,1,0.4777399045470018
8,115,72.4,13.4,1,2,0,36.2,5.402985074626866,0,1.0
8,105,37.6,22.6,3,3,21,12.533333333333333,1.663716814159292,1,0.008274965325950878
8,128,42.2,15.7,0,1,8,42.2,2.687898089171975,0,0.17633707485274283
8,109,73.4,46.1,2,1,2,73.4,1.592190889370933,1,0.7231424075957653
8,100,56.6,22.3,2,2,9,28.3,2.538116591928251,1,0.18478628330083155
8,127,37.9,2.6,2,2,8,18.95,14.576923076923077,1,0.16198520348814655
8,107,53.8,25.9,1,2,0,26.9,2.077220077220077,0,1.0
8,111,72.8,27.7,3,2,9,36.4,2.628158844765343,1,0.23089365426690617
8,104,67.8,23.2,1,1,26,67.8,2.9224137931034484,0,0.012103489735095424
8,126,47.0,31.0,3,2,59,23.5,1.5161290322580645,1,5.2099075159786705e-06
8,101,41.6,15.6,2,2,2,20.8,2.666666666666667,1,0.6461773852595724
8,106,48.2,21.5,1,1,0,48.2,2.2418604651162792,0,1.0
8,114,54.1,15.6,1,1,34,54.1,3.467948717948718,0,0.0014558278143422284
8,113,63.9,15.6,0,1,14,63.9,4.096153846153846,0,0.08558059191243965
8,118,40.3,31.8,2,1,9,40.3,1.2672955974842766,1,0.13623751512769466
8,110,65.9,17.1,4,2,45,32.95,3.853801169590643,1,0.0004241960079458766
8,124,26.1,12.6,3,2,0,13.05,2.0714285714285716,1,1.0
8,116,44.8,28.2,2,2,20,22.4,1.5886524822695034,1,0.01470732981351964
8,112,56.9,25.0,2,2,62,28.45,2.276,1,9.169518158264552e-06
8,119,13.8,3.8,1,1,21,13.8,3.6315789473684212,0,0.0013835922250030987
9,124,41.5,30.9,2,3,35,13.833333333333334,1.3430420711974111,0,0.000475914080087408
9,100,33.2,33.1,1,2,15,16.6,1.0030211480362539,0,0.027166539435527003
9,126,51.7,32.9,4,2,10,25.85,1.5714285714285716,1,0.1399362470574881
9,111,47.9,34.0,9,4,6,11.975,1.4088235294117646,1,0.2935402381243931
9,114,41.2,39.9,2,2,19,20.6,1.0325814536340854,1,0.015503853599009328
9,107,56.9,27.2,2,2,9,28.45,2.0919117647058822,1,0.1856640073165406
9,119,33.0,46.3,5,3,5,11.0,0.7127429805615552,1,0.2997461656123573
9,110,48.6,22.3,1,1,11,48.6,2.179372197309417,0,0.10739546506546382
10,105,89.7,8.0,0,2,4,44.85,11.2125,0,0.564025570488674
10,117,87.8,10.4,0,1,5,87.8,8.442307692307692,0,0.48399078827577774
10,116,93.2,18.1,0,1,51,93.2,5.149171270718232,0,0.0008064206704856572
10,125,76.1,15.1,1,1,7,76.1,5.039735099337748,0,0.3294831790689244
10,119,93.4,12.4,0,2,33,46.7,7.532258064516129,0,0.010026632659455092
10,118,86.7,8.7,0,1,25,86.7,9.965517241379311,0,0.025793197697409988
10,113,87.3,17.8,0,1,15,87.3,4.904494382022471,0,0.11247814326076615
10,102,89.0,9.6,1,2,0,44.5,9.270833333333334,0,1.0
10,111,85.2,3.3,0,1,0,85.2,25.81818181818182,0,1.0
10,126,81.4,6.7,1,1,34,81.4,12.149253731343284,0,0.005656001689093866
10,127,80.9,10.2,0,1,10,80.9,7.931372549019609,0,0.2169943677549005
10,123,86.6,5.7,0,1,49,86.6,15.19298245614035,0,0.0007660743484016055
10,103,89.1,3.7,0,1,24,89.1,24.081081081081077,0,0.03172168214324299
10,124,66.7,8.0,0,2,11,33.35,8.3375,0,0.15180239085738745
10,109,74.9,15.2,0,1,17,74.9,4.927631578947369,0,0.0657314522883765
10,101,99.8,11.2,0,1,28,99.8,8.910714285714286,0,0.02379409693501322
10,128,75.3,9.8,0,1,0,75.3,7.683673469387754,0,1.0
10,114,83.9,13.2,0,1,11,83.9,6.356060606060606,0,0.19339565221673802
11,104,61.8,38.2,1,3,7,20.599999999999998,1.6178010471204187,0,0.2858648489539821
11,101,67.3,31.3,1,2,2,33.65,2.1501597444089455,0,0.7110546649007782
11,123,63.2,42.8,1,2,14,31.6,1.4766355140186918,0,0.08428947839462819
11,106,87.5,46.2,0,2,49,43.75,1.8939393939393938,0,0.0008029061482310197
11,108,78.0,38.3,1,2,33,39.0,2.0365535248041775,0,0.005763271481312824
11,128,80.7,46.0,0,1,37,80.7,1.7543478260869565,0,0.0034761811305253723
11,124,63.1,35.8,0,2,28,31.55,1.7625698324022347,0,0.007073707988385662
11,105,71.8,29.0,1,3,3,23.933333333333334,2.475862068965517,0,0.6110290124181479
11,109,65.1,51.8,1,2,54,32.55,1.2567567567567568,0,8.413018888691342e-05
11,126,60.5,45.6,1,2,4,30.25,1.3267543859649122,0,0.48481791067274066
11,102,66.8,41.3,1,2,17,33.4,1.6174334140435835,0,0.054423517905079655
11,103,74.4,31.2,0,3,9,24.8,2.384615384615385,0,0.23528791662659496
11,117,88.3,27.3,2,3,8,29.433333333333334,3.234432234432234,0,0.3144578360697207
11,118,78.9,33.0,1,2,22,39.45,2.390909090909091,0,0.03292579663151287
11,129,71.7,26.8,1,2,14,35.85,2.675373134328358,0,0.1001847273687525
11,116,83.9,32.6,0,1,46,83.9,2.5736196319018405,0,0.001037647545117867
12,110,56.9,18.6,1,1,17,56.9,3.059139784946236,0,0.04156309839719861
12,115,56.4,31.1,2,1,38,56.4,1.8135048231511253,1,0.0007904903231199669
12,111,72.4,9.9,1,1,19,72.4,7.313131313131313,0,0.04484356570106185
12,102,47.1,6.0,0,1,36,47.1,7.8500000000000005,0,0.000602130688723103
12,100,48.0,22.9,0,1,73,48.0,2.096069868995633,0,3.3876500054764013e-07
12,126,45.6,29.7,1,1,5,45.6,1.5353535353535355,0,0.35133148319805
12,122,61.6,18.9,1,1,25,61.6,3.2592592592592595,0,0.01133016389633109
12,114,51.1,21.1,1,1,1,51.1,2.4218009478672986,0,0.8205143028801736
12,107,43.3,14.8,0,1,5,43.3,2.9256756756756754,0,0.3423877674697491
13,108,30.1,20.1,2,1,11,30.1,1.4975124378109452,1,0.06414771607035208
13,126,28.0,5.3,1,1,67,28.0,5.283018867924529,0,3.4597404246060085e-08
13,102,59.6,28.8,2,2,61,29.8,2.0694444444444446,1,1.4645361975722392e-05
13,104,75.3,23.6,3,2,77,37.65,3.1906779661016946,1,4.59517924921029e-06
13,105,85.5,8.4,0,2,28,42.75,10.178571428571429,0,0.016037246940303652
13,119,67.0,20.4,3,2,39,33.5,3.2843137254901964,1,0.0012726338013398079
13,111,37.5,10.0,2,2,3,18.75,3.75,1,0.5037302936889633
13,112,53.3,12.2,0,1,19,53.3,4.368852459016393,0,0.02525816013173294
13,115,43.4,25.7,2,2,13,21.7,1.688715953307393,1,0.061807787565896465
13,122,59.3,9.8,0,1,5,59.3,6.051020408163264,0,0.40055143920433894
13,118,36.9,19.6,0,2,1,18.45,1.8826530612244896,0,0.7944147513608616
13,107,52.0,21.4,0,2,6,26.0,2.429906542056075,0,0.3083651678965814
13,116,54.8,28.3,1,1,1,54.8,1.9363957597173143,0,0.826265032234987
14,125,66.2,15.8,1,1,22,66.2,4.189873417721519,0,0.022673127395986453
14,106,57.5,18.8,1,1,5,57.5,3.0585106382978724,0,0.39446196436332454
14,113,33.8,21.2,1,1,21,33.8,1.5943396226415094,0,0.006658019745027099
14,103,75.3,29.8,3,2,15,37.65,2.5268456375838926,1,0.09124073819518003
14,114,84.3,21.8,0,2,16,42.15,3.8669724770642198,0,0.09229869816178171
14,108,60.4,17.8,3,2,37,30.2,3.393258426966292,1,0.0012273492079061326
14,128,77.9,18.1,0,1,2,77.9,4.303867403314917,0,0.7314368940321944
14,111,24.2,24.5,1,1,70,24.2,0.9877551020408163,0,6.393880164818928e-09
14,101,81.4,16.2,1,1,1,81.4,5.024691358024692,0,0.8588104872619651
14,117,60.3,14.1,0,1,16,60.3,4.276595744680851,0,0.054958407681290164
14,102,37.4,25.5,4,2,29,18.7,1.4666666666666666,1,0.001312061641901448
14,124,56.9,36.0,1,2,1,28.45,1.5805555555555555,0,0.8293684768977622
14,123,58.4,20.8,1,1,16,58.4,2.8076923076923075,0,0.052233589172464505
14,110,62.5,22.5,0,1,3,62.5,2.7777777777777777,0,0.5866462195100318
14,122,63.9,10.7,0,1,33,63.9,5.97196261682243,0,0.003044079785384786
14,104,55.8,30.3,1,1,22,55.8,1.8415841584158414,0,0.015626451836623652
14,105,61.9,16.6,1,2,11,30.95,3.728915662650602,0,0.14001004511403536
14,107,55.8,4.2,0,1,4,55.8,13.285714285714285,0,0.4694733862252211
14,112,53.5,41.7,1,1,89,53.5,1.2829736211031175,0,3.396050406023751e-08
15,124,70.3,19.0,1,1,25,70.3,3.6999999999999997,0,0.01566578918894788
15,126,67.4,17.1,2,2,75,33.7,3.9415204678362574,1,2.8254826855311075e-06
15,121,45.6,27.1,1,1,25,45.6,1.6826568265682655,0,0.005352853354209514
15,108,53.3,14.1,4,3,5,17.766666666666666,3.780141843971631,1,0.3798213717832619
15,106,61.7,10.3,1,1,24,61.7,5.990291262135922,0,0.013606268013861557
15,117,62.9,10.3,1,1,25,62.9,6.106796116504854,0,0.011930012885282325
15,122,69.8,24.3,6,3,27,23.266666666666666,2.8724279835390942,1,0.011025852670982772
15,102,63.6,6.2,1,1,7,63.6,10.258064516129032,0,0.29159355939999965
15,115,33.7,16.6,1,1,21,33.7,2.0301204819277108,0,0.006618270830840486
15,123,95.5,13.5,0,2,19,47.75,7.074074074074074,0,0.07341082689946293
15,101,79.3,21.0,1,1,17,79.3,3.776190476190476,0,0.0721113593746036
15,119,71.4,26.1,0,2,119,35.7,2.735632183908046,0,3.0607285836770787e-09
15,100,72.8,30.1,0,2,3,36.4,2.4186046511627906,0,0.6134850714548246
15,113,81.9,1.4,2,2,79,40.95,58.50000000000001,1,6.276037193429162e-06
15,110,38.8,14.7,1,1,25,38.8,2.639455782312925,0,0.0035863129752394447
15,116,42.9,17.6,1,2,19,21.45,2.4374999999999996,0,0.016732207798657275
15,105,53.0,1.0,2,2,14,26.5,53.0,1,0.06597716366257794
16,120,52.9,26.8,0,1,7,52.9,1.9738805970149254,0,0.25652113562024753
16,110,63.8,6.8,1,1,8,63.8,9.382352941176471,0,0.24512784322995515
16,115,60.2,15.0,2,2,25,30.1,4.013333333333334,1,0.010703279580034628
16,107,53.0,28.4,0,2,25,26.5,1.8661971830985917,0,0.007794250503394334
16,118,40.4,32.1,2,2,0,20.2,1.2585669781931463,1,1.0
16,102,58.1,24.8,1,1,4,58.1,2.342741935483871,0,0.477087434447499
16,106,47.1,11.8,0,1,24,47.1,3.9915254237288136,0,0.007130618062410822
16,113,74.3,36.1,0,3,3,24.766666666666666,2.0581717451523542,0,0.6171129938466811
16,125,81.9,13.4,0,2,14,40.95,6.111940298507463,0,0.11969357802729826
16,123,36.8,20.0,1,1,6,36.8,1.8399999999999999,0,0.250953283355547
16,127,48.8,6.6,1,1,16,48.8,7.393939393939394,0,0.03920831659073434
16,116,33.4,22.5,0,1,42,33.4,1.4844444444444445,0,4.224846880822919e-05
16,111,79.4,24.0,2,2,96,39.7,3.3083333333333336,1,3.5980179760488374e-07
16,104,61.7,19.5,1,1,75,61.7,3.1641025641025644,0,1.4720902686061115e-06
16,126,68.2,23.5,2,1,94,68.2,2.902127659574468,1,1.2371994336839912e-07
16,108,46.3,28.3,0,1,2,46.3,1.636042402826855,0,0.6600968979463573
16,112,78.8,1.0,2,2,16,39.4,78.8,1,0.0833695578792387
16,121,44.0,7.8,3,2,3,22.0,5.641025641025641,1,0.5281907073422427
16,129,54.5,9.4,1,3,7,18.166666666666668,5.797872340425532,0,0.2619208503767891
16,109,55.0,6.4,0,1,30,55.0,8.59375,0,0.0032985057559390915
16,122,54.2,5.7,1,1,1,54.2,9.508771929824562,0,0.82535756068143
16,100,49.9,8.9,2,1,29,49.9,5.606741573033707,1,0.003010028277323621
16,117,60.4,1.0,1,1,39,60.4,60.4,0,0.0008543091807862911
16,114,77.0,6.0,1,1,35,77.0,12.833333333333334,0,0.004038786418394908
16,103,51.6,15.3,1,1,0,51.6,3.372549019607843,0,1.0
17,102,73.1,34.2,2,2,0,36.55,2.137426900584795,1,1.0
17,115,76.8,38.9,0,2,35,38.4,1.974293059125964,0,0.004003826573170488
17,106,80.7,25.0,1,2,22,40.35,3.228,0,0.03451062122326976
17,111,85.0,40.9,1,2,1,42.5,2.078239608801956,0,0.8623033568332588
17,117,81.2,29.1,1,2,17,40.6,2.790378006872852,0,0.07491033495243886
17,123,70.7,36.2,0,2,23,35.35,1.9530386740331491,0,0.022123787196877052
17,114,76.5,11.6,1,2,36,38.25,6.594827586206897,0,0.003373853875613287
17,104,67.5,40.9,1,2,11,33.75,1.6503667481662592,0,0.15376336864607454
17,129,66.7,44.0,0,1,1,66.7,1.5159090909090909,0,0.8425016942091448
17,122,80.8,52.2,0,1,38,80.8,1.5478927203065134,0,0.0029962386702978797
17,107,86.0,39.5,0,2,2,43.0,2.1772151898734178,0,0.7451888170134805
17,119,72.8,45.4,1,3,17,24.266666666666666,1.60352422907489,0,0.06274165852406934
17,101,67.5,18.7,0,1,47,67.5,3.609625668449198,0,0.00033546262790251185
17,125,71.9,38.4,1,2,34,35.95,1.8723958333333335,0,0.0037788222044814928
17,100,70.8,39.8,1,2,5,35.4,1.7788944723618092,0,0.4370032837833415
17,126,56.1,32.6,0,2,10,28.05,1.7208588957055215,0,0.15182691294517728
17,103,71.4,15.6,0,1,0,71.4,4.5769230769230775,0,1.0
17,124,68.1,36.4,1,2,69,34.05,1.870879120879121,0,8.419057253671405e-06
17,112,69.3,29.3,1,2,29,34.65,2.36518771331058,0,0.007737371795155219
17,128,70.9,42.4,1,2,19,35.45,1.6721698113207548,0,0.04314911093700539
17,105,75.7,18.7,1,3,3,25.233333333333334,4.04812834224599,0,0.6204396316150009
17,116,76.4,41.9,1,2,38,38.2,1.8233890214797137,0,0.0024475733177020506
17,113,65.2,27.8,1,2,0,32.6,2.3453237410071943,0,1.0
17,108,87.7,36.8,1,2,56,43.85,2.383152173913044,0,0.00029350267050930125
18,118,89.5,8.6,0,1,1,89.5,10.406976744186046,0,0.8664341434764087
18,106,83.6,8.8,0,1,4,83.6,9.499999999999998,0,0.5494692892641402
18,112,74.7,17.2,0,1,5,74.7,4.343023255813954,0,0.4484650086763272
18,110,97.2,5.2,0,1,15,97.2,18.692307692307693,0,0.1302833639138367
18,128,69.4,10.8,0,1,2,69.4,6.425925925925926,0,0.7153320952713974
18,108,84.5,14.0,0,1,8,84.5,6.035714285714286,0,0.3043456922530653
18,124,81.7,4.6,0,1,55,81.7,17.760869565217394,0,0.00023584968840316994
18,104,85.5,10.1,1,2,11,42.75,8.465346534653465,0,0.19718434307000784
18,117,79.5,8.0,0,1,3,79.5,9.9375,0,0.6291909675701078
18,126,74.8,12.1,0,1,55,74.8,6.181818181818182,0,0.00014862227109924782
18,107,80.6,12.4,0,1,48,80.6,6.499999999999999,0,0.0006421496850894243
18,116,82.4,13.8,0,1,15,82.4,5.971014492753623,0,0.10374067253496341
18,113,86.2,17.2,0,2,2,43.1,5.011627906976744,0,0.7455107267311477
18,127,75.9,11.6,0,1,26,75.9,6.543103448275863,0,0.016078663846806014
18,121,75.7,12.3,0,1,0,75.7,6.154471544715447,0,1.0
18,123,81.2,14.3,1,2,9,40.6,5.678321678321678,0,0.25361162450599617
18,100,79.8,6.9,0,2,1,39.9,11.565217391304348,0,0.857200694719781
18,119,84.9,11.6,0,1,21,84.9,7.31896551724138,0,0.044448798570068976
